285,180,306,225,334,270,
286,181,307,225,334,270,
285,181,307,223,333,270,
286,181,306,225,334,270,
282,181,307,223,334,270,
284,181,307,224,335,270,
284,181,307,224,339,271,
286,181,307,224,337,270,
280,180,307,224,340,271,
281,180,307,224,341,271,
281,180,307,224,335,270,
282,180,307,225,339,271,
283,180,307,224,340,271,
283,180,307,224,340,271,
283,180,307,223,342,271,
283,180,307,224,351,271,
283,180,307,225,338,270,
283,180,307,224,341,271,
283,180,307,224,341,270,
284,180,307,225,349,271,
284,180,307,225,345,271,
281,179,307,226,336,270,
284,180,308,224,345,271,
283,179,308,223,346,270,
282,179,307,226,345,271,
283,179,308,224,344,271,
283,180,308,224,344,271,
281,179,307,225,343,271,
283,180,308,225,342,271,
283,180,307,227,335,270,
285,180,308,224,343,270,
283,180,308,225,341,270,
282,179,308,225,342,270,
281,179,308,227,341,270,
283,180,308,225,340,270,
285,180,308,227,340,271,
285,180,308,226,338,271,
282,179,308,226,338,270,
284,180,308,225,337,270,
284,180,308,226,336,271,
256,165,284,180,308,225,336,271,
256,164,283,180,308,224,335,270,
256,164,282,179,308,225,335,271,
256,163,282,179,308,226,334,271,
255,161,282,180,308,225,331,270,
256,160,283,180,308,224,333,270,
255,160,284,180,308,224,331,270,
255,160,283,180,308,224,332,270,
254,159,282,179,308,224,330,270,
255,159,283,180,308,225,329,270,
255,157,282,179,308,226,330,270,
254,156,283,179,308,225,327,269,
254,157,284,180,309,223,329,270,
255,156,284,180,308,224,330,270,
254,156,284,180,309,224,330,270,
255,155,282,179,309,223,327,269,
255,154,282,179,309,223,326,269,
254,154,282,179,309,224,326,270,
254,154,282,179,308,225,327,270,
254,154,283,179,309,224,327,270,
254,155,284,179,309,223,327,270,
254,153,282,179,309,225,327,270,
254,152,282,179,309,224,326,270,
254,151,283,179,309,224,326,270,
254,151,283,180,308,226,326,270,
254,149,281,179,308,226,325,270,
254,150,281,179,309,225,324,270,
254,147,283,180,309,224,324,270,
254,147,283,179,309,223,324,270,
254,146,283,179,309,224,322,270,
254,145,282,179,309,222,321,269,
254,145,282,179,309,224,321,269,
254,145,284,179,309,224,320,268,
254,145,283,179,309,225,320,269,
254,144,281,179,309,224,319,269,
254,145,283,179,309,223,318,268,
254,145,283,179,309,224,319,269,
254,144,283,179,309,224,318,268,
254,146,284,180,309,225,316,267,
255,142,283,179,309,224,316,266,
255,142,283,179,309,224,316,267,
255,142,283,179,309,224,315,266,
255,140,283,179,310,222,313,265,
255,140,282,179,309,222,313,264,
255,140,284,180,309,223,311,262,
255,138,282,179,309,224,311,262,
256,139,284,179,309,224,312,264,
256,137,282,179,309,225,312,263,
256,141,283,179,309,223,311,263,
257,136,283,180,310,221,310,263,
