312,191,301,256,354,273,
312,193,303,258,356,273,
312,193,300,255,351,273,
312,194,301,256,
312,196,300,254,351,272,
313,195,301,255,349,272,
313,197,300,251,
313,197,301,254,
313,196,300,253,
312,196,301,253,
312,192,300,251,
298,182,301,254,
312,194,301,255,
311,192,301,254,
310,192,303,257,
310,190,302,256,
299,183,302,254,
310,192,302,254,
311,192,303,257,
310,192,303,257,
310,191,302,256,
311,192,303,256,
311,193,305,257,
309,192,305,258,
310,192,303,256,
311,194,303,253,
310,192,303,253,
312,194,304,258,
312,194,304,255,
306,188,303,255,
308,190,307,259,
309,191,305,256,
307,190,304,254,
308,190,304,253,
310,191,304,253,
253,156,308,189,305,256,
262,172,307,189,304,254,
263,172,308,189,306,256,
256,153,308,190,309,261,
308,192,306,258,
264,173,308,191,307,258,
263,173,309,192,307,258,
263,173,309,193,307,257,
262,172,308,191,307,258,
263,173,309,192,309,260,
261,171,307,190,306,256,
260,170,310,192,306,255,
260,170,308,191,307,258,
259,168,310,192,304,251,
259,168,309,190,306,256,
262,172,308,190,306,256,
262,172,308,190,305,253,
261,171,312,195,305,253,
260,169,310,193,304,252,
261,170,309,192,305,251,
261,170,309,193,305,249,
261,170,309,191,306,255,
260,169,308,192,305,254,
262,172,306,190,322,268,
262,171,309,192,306,254,
259,168,309,191,308,259,
257,164,309,191,309,259,
258,167,308,192,321,269,
259,168,306,189,305,254,
260,169,308,192,306,255,
261,171,307,191,306,255,
261,170,310,194,305,254,
263,172,309,192,306,254,
263,171,310,194,306,252,
263,172,310,194,306,252,
261,170,310,193,305,250,
259,168,308,192,305,248,
261,170,312,195,305,252,
261,170,311,195,307,256,
261,170,309,193,305,252,
261,170,310,193,307,255,
261,170,311,195,321,270,
260,170,310,193,320,269,
254,158,312,195,304,249,
258,167,309,192,306,252,
260,169,312,196,320,269,
260,169,312,194,320,270,
260,169,309,192,318,269,
258,166,311,195,305,245,
259,168,311,194,304,246,
260,170,310,193,304,246,
259,167,311,195,305,248,
259,168,311,194,304,245,
258,167,311,195,304,245,
260,169,311,195,304,247,
