173,171
172,168
175,169
177,176
173,177
171,175
171,174
170,175
172,173
174,170
173,163
174,161
170,160
173,159
176,166
176,166
172,170
170,168
163,167
170,167
173,155
174,157
174,161
171,163
174,161
170,165
168,163
173,162
173,157
178,153
183,153
179,154
178,159
175,160
172,161
170,163
173,163
173,161
175,159
174,162
170,160
171,161
170,159
169,159
173,157
174,155
174,155
175,150
176,151
176,149
169,157
171,161
168,158
167,162
171,162
171,164
173,165
168,163
174,163
172,164
172,156
176,161
176,160
175,150
176,151
176,149
176,150
175,149
178,151
174,149
174,148
176,152
173,150
174,144
175,146
173,147
174,147
168,144
167,143
182,143
179,142
178,142
172,142
174,141
173,141
176,144
168,139
178,144
180,144
183,144
186,141
189,138
185,135
185,136
184,139
182,141
182,136
186,140
190,130
199,121
214,126
204,130
195,134
192,136
196,131
203,128
207,122
209,115
217,118
216,118
212,117
208,121
206,125
203,125
203,126
201,124
206,124
208,125
207,122
213,118
212,113
215,118
214,115
211,116
211,117
212,118
209,119
207,119
207,118
207,120
210,118
215,117
223,120
224,116
233,117
235,113
231,113
223,116
218,115
