190,254,277,108
184,244,274,115
205,246,290,115
196,233,290,118
177,234,274,122
199,219,288,94
201,242,281,116
198,247,288,114
195,252,284,133
195,239,308,119
181,235,307,130
187,231,306,131
190,233,301,111
197,229,289,111
203,253,281,105
205,251,277,110
199,242,288,113
191,238,295,119
181,244,299,119
181,243,299,119
188,238,301,122
194,238,301,120
187,243,301,120
191,242,296,116
200,241,293,116
202,243,294,113
190,238,300,123
181,240,307,125
197,228,307,127
177,226,306,127
178,218,300,123
169,208,298,127
154,202,297,126
185,161,304,102
191,181,302,127
192,196,309,158
179,195,307,168
175,216,313,147
176,208,312,158
173,207,319,169
170,204,321,168
161,194,323,174
162,188,312,175
171,189,321,173
166,188,315,155
160,195,326,159
161,203,319,150
165,209,321,152
166,210,325,155
168,207,325,155
164,190,320,158
166,185,316,161
167,172,315,175
158,166,325,176
168,165,316,162
161,171,321,166
164,177,305,163
170,191,316,164
161,200,321,168
165,203,322,177
179,198,323,178
162,194,320,186
161,191,309,191
164,184,319,187
167,180,308,187
166,165,319,190
170,167,315,190
167,169,318,189
166,168,321,181
165,169,318,167
163,173,322,165
174,183,329,172
170,184,322,170
170,181,319,170
163,171,321,172
157,168,325,181
155,161,327,196
157,164,321,192
157,156,324,203
155,150,315,200
162,147,316,196
159,162,323,200
166,170,323,200
163,174,321,194
162,180,322,195
161,189,322,193
161,185,321,186
161,185,321,189
162,183,323,190
167,188,319,190
161,189,320,191
160,186,318,191
164,171,321,186
157,161,319,195
169,155,316,202
166,154,310,202
170,155,317,206
161,152,302,208
162,157,295,204
161,151,308,206
161,150,316,207
168,151,315,209
163,151,318,207
164,155,307,205
169,150,312,200
168,150,316,201
168,168,318,204
164,168,315,201
157,175,318,204
157,173,322,200
152,161,326,201
164,165,313,199
157,164,311,199
157,163,313,200
161,163,297,197
157,153,312,198
162,158,302,202
157,153,304,200
158,157,303,203
161,155,305,199
158,157,303,204
160,154,304,204
162,157,319,206
162,154,320,204
159,155,317,205
161,155,317,202
158,155,316,204
160,154,312,204
160,154,312,206
160,157,312,206
159,157,316,206
159,154,319,204
161,155,317,207
164,158,311,207
168,154,321,205
172,157,315,202
173,157,316,201
166,191,319,204
167,198,318,200
183,161,316,202
162,196,321,199
162,197,324,199
164,197,323,198
165,205,313,189
160,189,319,188
157,192,312,189
176,194,311,193
163,191,319,190
162,192,326,190
166,198,324,198
161,196,320,205
167,191,322,206
163,188,325,204
167,175,315,207
170,150,314,207
174,151,313,212
159,151,320,213
162,150,317,209
157,152,321,214
158,150,323,211
159,144,323,217
161,155,318,212
162,152,317,213
159,148,320,214
162,149,315,212
173,149,310,204
180,136,303,204
183,133,303,204
192,135,293,201
183,129,295,203
192,120,297,204
182,115,291,203
185,115,297,203
188,112,294,201
174,112,296,200
172,113,296,200
177,112,301,202
203,136,324,223
203,136,320,229
203,134,322,224
203,136,323,228
199,129,319,227
192,131,312,232
197,126,317,234
200,123,311,235
197,124,310,237
209,127,308,239
197,124,303,235
206,122,307,240
205,120,307,240
204,121,306,243
206,122,307,241
201,121,310,240
203,123,314,236
196,125,319,235
199,130,320,234
206,126,325,233
178,115,298,211
178,108,292,204
180,113,299,204
177,120,306,210
192,130,326,229
197,127,321,232
192,130,323,232
184,143,316,226
195,133,317,227
181,147,312,224
189,136,310,227
180,150,306,225
180,166,305,226
180,171,304,223
179,170,307,223
183,170,305,222
177,169,304,218
175,173,296,219
173,171,294,221
175,172,290,220
169,172,291,219
173,170,294,219
171,171,293,220
180,173,294,220
178,171,293,220
165,167,292,221
162,160,290,217
159,160,289,220
157,157,294,218
157,158,291,217
154,158,289,216
158,167,291,222
159,161,291,219
152,159,288,220
158,159,289,220
160,164,291,222
155,156,286,221
173,180,305,241
178,169,308,238
156,160,287,223
179,178,303,239
174,173,303,238
180,140,299,226
180,140,301,227
180,140,300,227
182,144,305,223
178,144,301,227
179,144,301,227
182,146,302,226
182,145,301,227
182,146,304,226
182,146,305,223
185,140,311,223
187,144,304,226
185,140,313,224
182,144,308,228
182,179,296,235
176,178,305,233
171,161,305,234
174,169,305,235
172,167,306,235
181,185,306,235
154,162,289,217
176,182,303,232
167,165,291,216
172,177,301,231
173,186,299,232
182,184,301,232
168,169,287,215
166,166,293,220
176,175,302,235
178,172,303,235
161,162,285,218
159,146,289,219
162,142,290,219
163,142,290,219
188,150,303,236
193,145,302,230
198,133,304,224
194,137,300,226
190,136,293,228
198,138,296,227
193,134,293,229
194,134,291,231
195,135,291,226
195,134,294,229
194,134,292,231
187,130,293,231
190,129,295,229
198,134,293,229
194,133,290,226
185,138,291,225
185,135,295,228
183,134,298,230
185,134,290,218
185,134,298,224
