209,220
198,219
196,219
194,217
193,217
192,217
190,217
191,208
187,210
187,213
187,211
187,210
189,216
184,216
189,217
194,221
197,227
195,228
200,228
204,228
202,231
199,232
203,228
193,230
201,229
199,225
195,224
195,220
195,217
189,215
190,212
190,214
194,217
197,217
199,226
208,226
206,221
208,233
206,233
201,238
217,240
215,244
209,249
226,237
227,237
214,244
214,240
214,246
213,242
205,248
209,231
210,227
201,238
199,235
213,227
209,233
220,234
219,239
214,241
209,237
205,231
203,231
203,228
203,234
202,229
202,232
206,228
206,236
206,231
208,240
216,239
213,234
216,240
215,237
224,240
221,237
226,236
233,241
233,241
231,247
232,243
232,243
232,248
232,244
231,245
227,230
226,231
219,237
215,237
212,233
209,238
207,235
207,231
208,234
208,237
214,239
214,239
215,237
219,241
220,241
220,241
217,240
219,241
226,241
225,240
240,242
238,241
241,241
245,235
244,239
247,237
244,239
243,238
243,238
245,240
231,237
211,236
202,226
198,216
197,218
200,228
205,231
206,232
206,229
204,227
207,231
205,233
203,227
207,224
204,225
204,226
201,227
204,224
203,215
199,212
201,214
201,213
200,213
200,212
200,213
189,209
191,213
186,212
187,212
193,202
184,214
190,215
184,211
187,212
187,213
198,218
196,216
194,215
195,223
201,218
203,219
206,218
193,215
193,215
191,216
190,217
189,214
189,214
192,214
193,214
182,218
182,219
182,219
183,219
190,216
181,212
178,220
182,212
185,211
184,209
180,213
178,215
179,214
180,211
182,208
191,199
192,202
193,201
192,200
191,202
191,202
189,203
177,217
179,215
182,219
182,217
188,216
184,217
200,210
213,212
216,211
206,211
200,215
199,215
199,215
207,216
207,216
215,215
211,226
213,226
207,229
206,229
200,228
198,230
197,234
198,237
199,232
200,235
197,236
197,236
198,226
198,221
198,221
194,218
196,214
199,211
195,223
195,224
195,225
199,224
200,232
204,230
207,232
207,232
207,233
210,235
215,237
216,238
223,236
223,233
224,233
223,234
224,235
227,235
225,229
231,237
233,234
240,237
239,236
240,241
241,230
233,234
225,235
227,237
223,236
220,237
213,236
212,236
210,232
208,234
205,228
204,230
204,232
203,226
200,230
197,226
197,225
200,235
205,237
205,239
205,239
210,240
221,231
216,236
206,217
203,218
199,216
199,215
196,214
195,211
180,221
180,225
176,222
203,192
181,217
203,194
179,219
190,221
186,216
190,201
188,204
190,199
195,198
194,211
195,204
195,213
197,195
191,203
205,197
201,194
183,178
178,187
180,196
179,199
177,199
177,175
185,164
184,180
184,185
187,184
182,183
179,173
179,174
176,177
179,181
177,176
176,168
176,167
182,168
181,170
168,174
167,173
169,169
169,172
174,169
175,173
168,179
170,184
172,191
175,198
170,194
172,181
176,172
170,166
177,168
177,168
173,175
182,170
178,168
187,156
200,147
201,144
209,134
205,123
232,145
218,142
217,144
218,137
223,132
228,131
225,128
225,119
230,114
226,113
215,112
207,120
206,116
222,128
226,119
234,118
233,119
232,117
232,116
234,113
235,112
242,116
249,117
262,124
265,119
252,114
247,118
241,119
241,111
249,119
256,116
257,125
258,124
252,118
244,118
240,116
245,115
251,117
249,115
260,115
269,127
255,115
250,115
243,125
247,114
256,108
265,119
260,119
260,121
262,120
236,111
229,115
229,138
227,121
234,122
239,123
234,116
230,113
224,114
222,116
222,116
225,114
231,118
237,108
246,111
244,111
234,112
238,115
249,114
255,110
256,112
261,110
255,111
257,112
260,109
261,112
272,115
273,113
274,119
263,119
266,112
260,117
266,115
275,111
273,124
265,117
261,112
257,111
261,109
263,113
270,116
273,118
280,116
284,117
283,124
300,129
293,127
291,127
288,120
277,132
293,125
272,117
263,118
261,117
266,126
239,120
267,123
263,123
269,125
278,140
300,142
285,159
286,154
284,149
284,150
286,160
291,163
297,164
303,180
312,185
310,189
308,188
313,185
302,193
296,200
303,205
311,203
307,197
316,193
303,203
297,212
307,206
299,197
312,195
307,192
306,196
296,205
293,210
292,213
304,206
307,205
301,203
304,206
303,216
301,225
290,226
279,223
277,223
279,222
292,216
306,212
309,212
298,209
295,217
287,223
289,229
290,216
294,212
302,209
306,216
296,215
291,224
281,223
290,221
296,218
298,219
294,213
290,217
294,226
287,236
284,250
287,255
261,238
260,225
266,236
265,232
260,242
248,242
241,243
239,240
231,243
242,247
248,245
252,247
267,239
265,242
251,246
244,237
252,246
250,244
252,245
253,250
248,249
271,245
274,244
283,238
275,244
263,244
266,243
261,247
263,240
274,234
279,231
281,228
284,235
277,236
275,243
272,238
270,230
265,238
268,240
278,245
279,241
273,220
285,232
280,234
279,231
277,234
278,230
288,231
286,233
284,232
284,233
275,236
272,240
271,239
273,238
269,227
273,230
274,231
262,248
258,256
222,234
219,230
218,231
218,235
231,230
223,235
223,229
229,223
231,242
228,246
227,246
230,241
230,219
219,237
259,250
268,240
268,234
273,226
259,235
262,241
269,243
276,238
270,240
275,240
275,240
277,240
272,240
274,237
267,235
267,242
265,243
276,245
277,241
282,232
284,235
283,233
279,239
273,242
268,238
267,227
269,228
266,243
262,242
262,239
254,247
244,245
249,241
260,235
264,237
262,237
263,236
266,236
262,233
261,241
262,245
259,235
258,240
255,248
255,245
251,244
234,246
234,242
234,243
235,248
238,249
250,247
257,245
263,235
260,242
254,247
257,245
264,240
265,233
262,228
264,236
263,244
254,241
255,244
256,244
252,246
237,242
229,246
215,239
227,226
226,234
229,237
226,235
212,240
231,250
234,245
225,244
227,243
212,237
212,223
209,227
216,227
230,242
230,239
226,243
226,244
212,242
216,231
206,247
201,242
221,241
212,239
195,234
203,202
204,225
204,230
202,237
212,233
199,231
204,226
197,216
202,213
205,234
207,233
214,235
208,235
199,238
197,233
196,222
196,221
194,226
195,225
201,224
201,226
198,222
198,234
213,224
195,226
194,226
178,224
172,212
201,168
205,173
204,188
190,185
185,201
190,200
189,203
186,205
177,198
174,196
186,194
183,189
176,186
174,190
181,202
184,206
185,205
178,200
177,196
177,185
175,172
184,168
177,165
176,167
179,177
177,192
181,197
194,194
177,200
175,199
178,193
178,192
175,180
180,181
183,176
183,169
180,162
178,163
190,177
185,177
186,180
178,178
172,178
169,174
172,173
173,166
172,157
177,154
176,156
180,160
178,164
177,171
176,181
177,178
177,179
178,178
182,182
177,183
176,183
179,178
170,172
174,171
175,168
172,171
172,164
174,166
175,160
177,156
182,160
177,160
179,160
182,158
181,157
184,164
180,164
173,171
174,172
168,170
175,171
171,172
172,170
174,169
172,160
174,168
172,160
172,164
175,162
172,164
172,164
177,165
176,163
175,161
177,161
174,161
176,159
175,160
176,161
175,161
175,160
176,161
177,165
180,160
180,164
174,168
174,175
174,182
176,175
179,192
179,196
181,195
181,200
176,194
173,195
190,193
179,195
180,194
182,191
172,181
175,175
178,177
179,163
185,156
189,156
176,156
177,157
173,161
174,159
170,160
174,166
172,167
167,164
170,165
176,165
179,153
182,150
189,148
183,145
190,137
190,130
193,130
190,128
190,121
189,120
194,118
220,142
218,144
219,141
218,145
213,139
206,141
208,141
205,140
204,141
208,143
204,140
206,139
207,137
207,139
207,139
204,139
211,139
210,137
213,140
216,141
193,123
192,117
195,120
194,125
209,138
209,140
209,137
202,141
203,141
198,143
200,143
195,144
189,150
190,156
191,156
195,156
193,163
191,167
189,167
191,167
186,168
189,169
188,168
194,166
193,166
183,167
179,163
175,166
174,162
174,162
171,162
175,169
176,166
169,165
173,166
176,169
169,166
189,187
191,180
171,168
195,182
189,181
192,153
193,153
193,153
195,156
194,153
195,153
195,158
195,157
195,159
195,158
199,152
194,160
199,151
196,155
197,183
192,182
181,176
187,181
184,179
198,183
171,162
193,181
183,162
188,182
189,183
198,181
184,167
181,169
190,182
191,180
176,166
171,159
169,158
168,157
186,167
194,161
199,150
199,154
195,153
194,155
194,152
193,151
195,153
194,151
194,151
193,147
196,146
196,151
194,149
195,152
197,148
195,147
196,146
197,146
