268,181,378,284
270,181,377,285
268,181,375,284
269,182,376,282
266,181,375,282
267,179,375,282
267,180,375,281
270,183,373,278
264,179,375,279
263,177,373,278
264,179,374,278
261,175,373,279
260,172,371,277
259,173,371,278
258,173,368,275
257,171,367,272
256,172,368,274
256,171,366,274
256,170,366,272
255,170,365,271
255,169,365,272
255,168,366,274
254,165,365,272
254,166,362,270
253,164,362,271
253,163,361,271
253,164,361,270
253,160,360,272
253,159,362,273
253,158,362,275
251,160,359,270
251,158,358,270
250,157,358,271
251,157,357,270
251,156,357,271
252,153,357,271
255,153,355,272
255,152,355,271
256,151,354,270
250,151,353,272
250,150,353,273
251,148,352,271
250,148,352,272
250,148,351,272
252,145,347,269
253,144,350,271
253,143,348,273
257,144,348,274
253,142,347,270
253,142,345,273
254,140,347,272
252,139,344,270
251,140,346,273
251,139,347,272
251,139,346,273
251,139,343,272
254,137,343,271
254,137,343,271
253,137,343,273
254,137,343,274
252,138,343,275
254,136,343,275
259,136,342,274
259,135,342,275
253,134,342,274
252,132,341,274
253,133,341,274
252,130,340,275
254,130,340,275
251,129,338,274
252,128,337,275
251,128,337,275
252,128,336,275
254,128,336,275
253,127,335,274
254,128,333,276
254,128,335,275
256,127,333,274
254,129,330,276
257,125,330,276
257,125,331,274
257,125,329,275
261,125,327,273
257,123,327,272
257,123,321,275
258,122,322,274
257,122,325,274
258,120,324,274
256,121,323,275
260,119,324,274
