306,201
304,201
322,185
299,196
301,179
303,176
307,171
306,170
304,166
304,162
303,158
300,155
299,153
297,150
296,147
297,148
295,146
297,149
299,155
301,161
292,156
302,170
301,170
300,170
303,165
303,167
304,165
302,165
300,165
300,167
300,168
326,141
323,137
321,137
315,135
314,135
313,134
312,132
307,131
308,128
306,130
305,129
303,125
304,125
291,125
287,118
286,116
276,117
270,120
264,121
254,117
255,117
250,116
251,115
250,113
245,114
242,111
235,116
230,116
221,113
218,116
216,118
216,117
218,120
222,113
225,110
225,109
232,107
234,107
234,108
237,106
239,106
236,107
238,107
239,110
239,108
238,110
237,110
234,113
230,118
225,119
221,124
218,125
217,126
214,126
211,126
210,125
209,124
210,124
213,124
214,123
214,122
219,126
206,113
207,119
204,122
206,126
205,129
202,130
198,130
193,135
190,137
189,139
184,137
185,139
181,137
179,139
194,139
200,141
205,142
